Channel,Message,Company Name,Batch,Qualification,Apply Link
-1001309472884,"Dell 2021 Hiring Fresher For Software Engineer | Dell June Openings

Location  : Bangalore

Qualification  : B.E/B.Tech/M.E/M.Tech

Batch   : 2019/2020/2021

Work Experience : Fresher

CTC  : 8 LPA

Apply Link  : https://bit.ly/3vJVs3I

Telegram Group Link : https://t.me/fresheroffcampus",Dell 2021 Hiring Fresher For Software Engineer | Dell June Openings,2019/2020/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3vJVs3I
-1001309472884,"Oracle Hiring Fresher For Software Developer

Location  : Bangalore

Qualification  : B.E/B.Tech/M.E/M.Tech

Batch   : 2019/2020/2021

Work Experience : Fresher - 2 years

CTC  : 9 LPA

Apply Link  : https://bit.ly/3wKYAhd

Telegram Group Link : https://t.me/fresheroffcampus",Oracle Hiring Fresher For Software Developer,2019/2020/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3wKYAhd
-1001309472884,"Jendamark Hiring Fresher For Software Engineer

Location  : Pune

Qualification  : B.E/B.Tech

Batch   : 2019/2020/2021

CTC  : 4 LPA

Work Experience : Fresher

Last Date To Apply : 30 June 2021

Apply Link  : https://bit.ly/35RYqZy

Telegram Group Link : https://t.me/fresheroffcampus",Jendamark Hiring Fresher For Software Engineer,2019/2020/2021,B.E/B.Tech,https://bit.ly/35RYqZy
-1001309472884,"LG Soft Hiring Fresher For Mobile Application Testing

Location :Bangalore

Qualification :Diploma,BCA,B.Sc

Batch  :2019/2020/2021

CTC  :3.4 LPA

Work Experience:Fresher

Apply Link : https://bit.ly/3xUhpyp

Telegram Group Link: https://t.me/fresheroffcampus",LG Soft Hiring Fresher For Mobile Application Testing,2019/2020/2021,"Diploma,BCA,B.Sc",https://bit.ly/3xUhpyp
-1001309472884,"Dassault System Hiring Fresher For QA Engineer Role

Location  : Pune

Qualification  : B.E/B.Tech/M.E/M.Tech

CTC : B.E/B.Tech - 4.5 LPA & M.E/M.Tech - 4.75 LPA

Batch   : 2019/2020 only

Work Experience : Fresher

Online Exam Date : 1st July 2020

Apply Link  : https://bit.ly/3xTj6fF

Telegram Group Link : https://t.me/fresheroffcampus",Dassault System Hiring Fresher For QA Engineer Role,2019/2020 only,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3xTj6fF
-1001309472884,"Cogniter Technologies Urgent!! Hiring Fresher For Technical Support | Urgent Openings!!!!

Qualification  : B.E/B.Tech/M.E/M.Tech/MCA

CTC   : Approx 5LPA

Batch   : 2019/2020/2021 only

Work Experience : Fresher

Apply Link  : https://bit.ly/3A0Gslp

Telegram Group Link : https://t.me/fresheroffcampus",Cogniter Technologies Urgent!! Hiring Fresher For Technical Support | Urgent Openings!!!!,2019/2020/2021 only,B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3A0Gslp
-1001309472884,"Intel Hiring Fresher For Graphics Software Engineer Intern | Intern Jobs

Qualification  : B.E/B.Tech/M.E/M.Tech

Salary on intern: 15K per month (after convert above 10LPA)

Batch   : 2019/2020/2021

Work Experience : Fresher

Apply Link  : https://bit.ly/2Te3m86

Telegram Group Link : https://t.me/fresheroffcampus",Intel Hiring Fresher For Graphics Software Engineer Intern | Intern Jobs,2019/2020/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/2Te3m86
-1001309472884,"Capgemini Off Campus Hiring Fresher For Service Desk | 3 Year Graduates

Location : Bangalore And Kolkata

Qualification  : BA B.Com BCA BBA B.Sc(All Stream)

CTC  : 2,50,0000

Batch   : 2020 And 2021

Work Experience : Fresher

Last Date To Apply : 30 June 2021

Apply Link  : https://bit.ly/3xWLHRe

Telegram Group Link : https://t.me/fresheroffcampus",Capgemini Off Campus Hiring Fresher For Service Desk | 3 Year Graduates,2020 And 2021,BA B.Com BCA BBA B.Sc(All Stream),https://bit.ly/3xWLHRe
-1001309472884,"Siemens Hiring Fresher For Software Engineer - Java AWS / Azure Developer Hiring!! Fresher

Location : Bangalore

Qualification  : B.E/B.Tech/M.E/M.Tech/MCA

CTC  : 6LPA

Batch   : 2020,2021,2019

Work Experience : Fresher

Apply Link  : https://bit.ly/3xfeelf

Telegram Group Link : https://t.me/fresheroffcampus",Siemens Hiring Fresher For Software Engineer - Java AWS / Azure Developer Hiring!! Fresher,"2020,2021,2019",B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3xfeelf
-1001309472884,"Altair Hiring Fresher For Software Testing & Intern - QA Cyber Security

Location : Bangalore And Manila

Qualification  : B.E/B.Tech/M.E/M.Tech

Student Intern : 20K Per Month

Software Testing : 5 - 8 LPA

Batch : 2020,2021,2019

Work Experience : Fresher

Apply Link  : https://bit.ly/2U68viL

Telegram Group Link : https://t.me/fresheroffcampus",Altair Hiring Fresher For Software Testing & Intern - QA Cyber Security,"2020,2021,2019",B.E/B.Tech/M.E/M.Tech,https://bit.ly/2U68viL
-1001309472884,"Oracle Hiring Fresher For Cloud Solution Engineer 1

Location : Bengaluru and Gurugram

Qualification : B.E/B.Tech/M.E/M.Tech/MCA

CTC  : 8 LPA

Batch : 2019,2020,2021

Work Experience : Fresher

Apply Link  : https://bit.ly/3gZ9URi

Telegram Group Link : https://t.me/fresheroffcampus",Oracle Hiring Fresher For Cloud Solution Engineer 1,"2019,2020,2021",B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3gZ9URi
-1001309472884,"Amazon Pay Hiring Freshers For Software Development Engineer

Location : Bengaluru

Qualification : B.E/B.Tech/M.E/M.Tech/MBA

CTC  : 7 LPA

Batch : 2019,2020,2021

Work Experience : Fresher

Apply Link  : https://bit.ly/3jsLJMD

Telegram Group Link : https://t.me/fresheroffcampus",Amazon Pay Hiring Freshers For Software Development Engineer,"2019,2020,2021",B.E/B.Tech/M.E/M.Tech/MBA,https://bit.ly/3jsLJMD
-1001309472884,"Apple Off Campus Hiring Freshers For Test Engineer Role

Location : Abroad

Qualification : B.E/B.Tech/M.E/M.Tech

CTC  : 10 - 15 LPA

Batch : 2020,2021

Work Experience : Fresher

Apply Link  : https://bit.ly/3gYSFj0

Telegram Group Link : https://t.me/fresheroffcampus",Apple Off Campus Hiring Freshers For Test Engineer Role,"2020,2021",B.E/B.Tech/M.E/M.Tech,https://bit.ly/3gYSFj0
-1001309472884,"Cloudera Hiring Fresher For Desktop Support Technician

Location : Bangalore

Qualification : B.E/B.Tech/M.E/M.Tech

Batch  : 2019,2020,2021

Work Experience : Fresher

Apply Link   : https://bit.ly/2UDmQDx

Telegram Group Link : https://t.me/fresheroffcampus",Cloudera Hiring Fresher For Desktop Support Technician,"2019,2020,2021",B.E/B.Tech/M.E/M.Tech,https://bit.ly/2UDmQDx
-1001309472884,"Altimetrik Off Campus Hiring Fresher For Fresh Graduates | B.E/ B.Tech / MCA

Location : Bangalore/Chennai/Pune/Hyderabad

Qualification : B.E/B.Tech/MCA

Batch  : 2020,2021,2022

Work Experience : Fresher

Apply Link   : https://bit.ly/3drzNXH

Telegram Group Link : https://t.me/fresheroffcampus",Altimetrik Off Campus Hiring Fresher For Fresh Graduates | B.E/ B.Tech / MCA,"2020,2021,2022",B.E/B.Tech/MCA,https://bit.ly/3drzNXH
-1001309472884,"Gartner Hiring Fresher For Market Research Specialist SRS

Location : Gurgaon

Qualification : B.E/B.Tech/M.E/M.Tech/MBA

Batch  : 2020,2021

CTC : 7 - 7.5 LPA

Work Experience : Fresher

Apply Link   : https://bit.ly/2UF7hv5

Telegram Group Link : https://t.me/fresheroffcampus",Gartner Hiring Fresher For Market Research Specialist SRS,"2020,2021",B.E/B.Tech/M.E/M.Tech/MBA,https://bit.ly/2UF7hv5
-1001309472884,"MetricStream Hiring Fresher For MTS - Member Of Technical Staff Profile

Location         : Bangalore

Qualification : B.E/B.Tech/MCA

Batch              : 2021

CTC                  : 6 LPA

Work Experience : Fresher

Apply Link   : https://bit.ly/3qy3rjs

Telegram Group Link : https://t.me/fresheroffcampus",MetricStream Hiring Fresher For MTS - Member Of Technical Staff Profile,2021,B.E/B.Tech/MCA,https://bit.ly/3qy3rjs
-1001309472884,"IBM Off Campus Drive 2021 Hiring Fresher For Technical Support Associate 

Location   : Across India

Qualification   : B.E/B.Tech/M.E/M.Tech/MCA

Batch   : 2019/2020/2021

Work Experience : Fresher

Apply Link   : https://bit.ly/3h5k02X

Telegram Group Link : https://t.me/fresheroffcampus",IBM Off Campus Drive 2021 Hiring Fresher For Technical Support Associate,2019/2020/2021,B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3h5k02X
-1001309472884,"Engagedly Hiring Fresher For Engineer - Quality Assurance

Location   : Bengaluru

Qualification   : B.E/B.Tech/M.E/M.Tech/MCA

Batch   : 2019/2020/2021

Work Experience : Fresher

Apply Link   : https://bit.ly/3qz0pvn

Telegram Group Link : https://t.me/fresheroffcampus",Engagedly Hiring Fresher For Engineer - Quality Assurance,2019/2020/2021,B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3qz0pvn
-1001309472884,"Allerin Hiring Fresher For Associate Software Developer

Qualification  : B.E/B.Tech/M.SC/MCA and others

Batch   : 2020/2021 and others

Work Experience : Fresher

Apply Link  : https://bit.ly/3h6l4nh

Telegram Group Link : https://t.me/fresheroffcampus",Allerin Hiring Fresher For Associate Software Developer,2020/2021 and others,B.E/B.Tech/M.SC/MCA and others,https://bit.ly/3h6l4nh
-1001309472884,"Zebra Hiring Fresher For Software Engineer

Location  : Pune

Qualification   : Bachelor's Degree

Batch   : 2019/2020/2021 and others

Work Experience : Fresher

CTC  : 8.5 LPA

Apply Link   : https://bit.ly/3ApbJyG

Telegram Group Link : https://t.me/fresheroffcampus",Zebra Hiring Fresher For Software Engineer,2019/2020/2021 and others,Bachelor's Degree,https://bit.ly/3ApbJyG
-1001309472884,"Discovery Hiring Fresher For Software Development Engineer

Location  : Bangalore

Qualification   : Bachelor's Degree

Batch   : 2019/2020/2021 and others

Work Experience : Fresher

CTC  : 4.5 - 10 LPA

Apply Link   : https://bit.ly/3xbRfav

Telegram Group Link : https://t.me/fresheroffcampus",Discovery Hiring Fresher For Software Development Engineer,2019/2020/2021 and others,Bachelor's Degree,https://bit.ly/3xbRfav
-1001309472884,"Inmobi Hiring Fresher For Intern -Tech Branding, Content Strategy & Operations

Location  : Bangalore

Qualification   : Any Degree

Batch     : Any Batch

Work Experience : Fresher

Intern Stipend  : 20-30k Per Month

Apply Link   : https://bit.ly/3jsybRc

Telegram Group Link : https://t.me/fresheroffcampus","Inmobi Hiring Fresher For Intern -Tech Branding, Content Strategy & Operations",Any Batch,Any Degree,https://bit.ly/3jsybRc
-1001309472884,"Reliance Jio Off Campus Hiring Fresher For Fresh Graduates 2021

Location  : Across India

Qualification   : Bachelor degree

Batch   : 2021

Work Experience : Fresher

CTC  : 3.5 LPA

Apply Link   : https://bit.ly/3jtld5X

Telegram Group Link : https://t.me/fresheroffcampus",Reliance Jio Off Campus Hiring Fresher For Fresh Graduates 2021,2021,Bachelor degree,https://bit.ly/3jtld5X
-1001309472884,"Xilinx 2021 Hiring Fresher For Intern

Location  : Across India

Qualification   : B.E/B.Tech/M.E/M.Tech | EE/ECE/CS

Batch     : Any Batch

Work Experience : Fresher

Stipend    : 25k per month

Apply Link   : https://bit.ly/3wbqCRU

Telegram Group Link : https://t.me/fresheroffcampus",Xilinx 2021 Hiring Fresher For Intern,Any Batch,B.E/B.Tech/M.E/M.Tech | EE/ECE/CS,https://bit.ly/3wbqCRU
-1001309472884,"Mobiveil Hiring Fresher For Graduate Engineering Trainee - Verification Role

Location : Bangalore/Chennai/Hyderabad

Qualification  : B.E/B.Tech Any specialization

Batch   : Any Batch

Work Experience : Fresher

Apply Link  : https://bit.ly/369JbuV

Telegram Group Link : https://t.me/fresheroffcampus",Mobiveil Hiring Fresher For Graduate Engineering Trainee - Verification Role,Any Batch,B.E/B.Tech Any specialization,https://bit.ly/369JbuV
-1001309472884,"Zoho Hiring Fresher For Full Stack Java Developer

Location  : Chennai

Qualification   : B.E/B.Tech/M.E/M.Tech

Batch     : 2019/2020/2021

CTC    : 4 - 6.5 LPA

Work Experience : Fresher - 3 Years

Apply Link   : https://bit.ly/3qP1YVV

Telegram Group Link : https://t.me/fresheroffcampus",Zoho Hiring Fresher For Full Stack Java Developer,2019/2020/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3qP1YVV
-1001309472884,"Harman Hiring Fresher For Associate Engineer

Location  : Bangalore

Qualification   : B.E/B.Tech/M.E/M.Tech

Batch     : 2019/2020/2021

CTC    : 4 - 4.5 LPA

Work Experience : Fresher

Apply Link   : https://bit.ly/3hCgI6e

Telegram Group Link : https://t.me/fresheroffcampus",Harman Hiring Fresher For Associate Engineer,2019/2020/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3hCgI6e
-1001309472884,"Sopra Banking Software Hiring Fresher For Engineer Trainee

Location  : Noida

Qualification   : B.E/B.Tech

Batch     : 2021

CTC    : 4 - 6.5 LPA

Work Experience : Fresher

Apply Link   : https://bit.ly/36cvmfo

Telegram Group Link : https://t.me/fresheroffcampus",Sopra Banking Software Hiring Fresher For Engineer Trainee,2021,B.E/B.Tech,https://bit.ly/36cvmfo
