-1001299734537,"Hello all,



Many of you ask us about other programs where you can spread the word about GSoC and Open source to your universities. We wanted to pass along an opportunity to help spread more open source knowledge in your universities and learn about many Google technologies to help you and your colleagues in your careers.



If you are still a university student with another 1.5-2 years of university left, you might be interested in being a lead for Developer Student Clubs, a Google Developers community program that launched in 2017 and is currently available to students in most countries (currently not available in China or Japan).



Developer Student Clubs are university based community groups for students interested in Google developer technologies. Students from all undergraduate or graduate programs with an interest in growing as a developer are welcome. By joining a DSC, students grow their knowledge in a peer-to-peer learning environment and build solutions for local businesses and their community.


Developer Student Clubs have already:

Reached 195k student developers

Started 860+ chapters in 68 countries

Organized 3,350+ technical events globally



Do you want to open a Developer Student Club chapter at your university? Join the community of 860 chapters around the world.


Why should you join?

Grow your developer skills

Gain leadership experience

Impact other students by training them

Build solutions for local problems in the community

Be a part of a global network

Gain access to Google technology and platforms

Get invitations to select Google events and conferences

Attend a DSC Leads Summit and meet other leads and Googlers


Fill out the interest form here. Interest forms close May 15, 2020 at 11:59pm, PST.


Feel free to share this email with other student developers or share the announcement from the official @GoogleDevelopers: Instagram, Twitter, Facebook, YouTube, and/or Blog.


To learn more visit
developers.google.com/community/dsc"
-1001562730876,"Deloitte off-campus drive | 2021 | Analyst

bit.ly/3dwuarp

__Join - ____t.me/placementkit__"
-1001562730876,"`LG Soft Off Campus | 2020 & 2021 Batch
6LPA

`match.myanatomy.in/sc/61b0837fd665a819c351c10d/n

**Telegram** - t.me/placementkit"
-1001609679653,"**Cisco Hiring 2022 | For Technical Graduate Apprentice**

 **Degree**: BE, B Tech
 **Batch**: 2020, 21
 **CTC** -  4 To 6 LPA*

 **Apply Link** - https://bit.ly/3AUFQis

 **Telegram** - https://t.me/offcampusdrive_it"
-1001609679653,"**CGI Off Campus Drive 2022 | For Service Desk Technical Analyst**

Degree: Any Bachelors Degree or Master

Batch: 2018, 19, 20, 21, 2022

Salary:  3.7 LPA*

Experience: Fresher (0  2)

**Apply Link**: https://placementkit.in/cgi-off-campus-drive-2022/

**Telegram**: https://t.me/offcampusdrive_it

**Share This Info To Your Friends and WhatsApp Group**"
-1001184271074,"Microchip is hiring 
Position: Software Engineer
 Apply: https://bit.ly/32Q3EUb
 All the best."
-1001135264574,"**UNESCO** is hiring **Interns**!!!

**Areas**:
1. Natural Sciences
2. Communications
3. Information
4. Education
5. HR/ Financial Management/ Strategic Planning
6. IT

**Minimum Eligibility**:
Pursuing Graduation/ Graduates.

**Details**: https://bit.ly/unesco_oc
___________________________
Posted 100+ Opportunities on Instagram: https://bit.ly/oc_insta
___________________________"
-1001562730876,"**HashedIn is Hiring**` | 2022 batch | Intern + Fulltime`
 
**Apply Link -** https://bit.ly/3FV3iwi

**Telegram -** t.me/prepflix"
-1001184271074,"HCL is hiring 
Position: Software Engineer
 Apply: https://bit.ly/322ARen
 All the best."
-1001309472884,"Amazon Off Campus Hiring Fresher For Digital Associate | Any Graduate

Location   : Hyderabad

Qualification   : Any Graduate

Batch     : All Batch Eligible

CTC    : 3 LPA

Work Experience : Fresher - 2 years

Apply Link   : https://bit.ly/3fYVlMY

Telegram Group Link : https://t.me/fresheroffcampus"
-1001184271074,"Synopsys is hiring 
Position: R&D Engineer
 Apply: https://bit.ly/3amKQ2R
 All the best."
-1001299734537,https://www.linkedin.com/posts/sakshi-sachdev-human-resources-35a13b1a7_internship-activity-6660532353670221824-PtPm
-1001590952025,"VMWare hiring for Software Engineer position: Details and Apply Link
https://oflatest.net/vmware-software-engineer/"
-1001309472884,"Reliance Jio Off Campus Hiring Fresher For Fresh Graduates 2021

Location  : Across India

Qualification   : Bachelor degree

Batch   : 2021

Work Experience : Fresher

CTC  : 3.5 LPA

Apply Link   : https://bit.ly/3jtld5X

Telegram Group Link : https://t.me/fresheroffcampus"
-1001562730876,"*Google Off Campus 2022 Drive for 2023, 2022, 2021*

*Position*: IT Support Engineer

*Degree*: Bachalor

*Location* : India

*Apply link*: https://jobforfreshar.in/index.php/google-2/

*Whatsapp*: https://chat.whatsapp.com/CUuRIkbPkeiDy51x4TMLjY

*Telegram* : https://t.me/placementkit

*You Tube* 
About Job For Fresher
Link: https://youtu.be/_OM5NkUVE1Y

*Google Off Campus 2022 Drive for 2023, 2022, 2021*

*Position*: Software Engineer

*Degree*: Bachalor

*Location* : India

*Apply link*: https://jobforfreshar.in/index.php/google-2/

*Whatsapp*: https://chat.whatsapp.com/CUuRIkbPkeiDy51x4TMLjY

*Telegram* : https://t.me/placementkit

*You Tube* 
About Job For Fresher
Link: https://youtu.be/_OM5NkUVE1Y

*Share This Info To Your Friends and WhatsApp Group*"
-1001380637350,"```Lowe's India - Hiring Codeathon | Off Campus Placement | BE 2022 Batch

``` **Profile **- Associate Engineer/Data Analyst
**Date** - 12-13 Jun | Any Time
**Test Format** - 10 MCQ & 2 Coding Qns

assessment.hackerearth.com/challenges/hiring/lowes-india-hiring-codeathon

~via @PrepFlix"
-1001590952025,"KPIT Technologies is hiring for Trainee Engineer
Location: Across India
Qualification: B.Com, B.Tech, BA, BBA, BCA
Batch: 2019-2021
Apply Now: https://nexturl.in/zKJLA"
-1001135264574,"Hey!!
All the **content writers/creators in the OC Family**, we have done some research work for you and listed the **20 companies hiring right now in our Instagram Post**

Don't waste your time! Check it out now and start applying!!!

**Link**: https://bit.ly/oc_insta"
-1001135264574,"**Health System Transform Fellowship** at Govt. of Jharkhand (80,000pm): Apply Now

 **Eligibility**: Graduation from any field.
 **Stipend**: Rs.80,000 per month.
 **Location**: Jharkhand, India

**Details:**https://bit.ly/32augQj
___________________________
 Instagram: https://bit.ly/oc_insta
 Telegram:https://lnkd.in/gVzTsTX
 WhatsApp: http://bit.ly/join_oc
 Facebook:https://bit.ly/oc_facebook
 LinkedIn: https://bit.ly/linkedin_oc
___________________________"
-1001309472884,"Nagarro Hiring Software Engineer Trainee Freshers

Location : Gurgaon

Qualification : B.E / B.Tech / M.E / M.Tech

Work Experience : Freshers

Apply Link : https://bit.ly/3oJhGAQ"
-1001309472884,"Parallel Wireless Fresher Hiring | Python QA Engineer 

CTC : 6LPA 

LOCATION : Bengaluru Pune

Apply link : https://fresheroffcampusjobs4u.blogspot.com/2021/05/parallel-wireless-fresher-hiring-python.html

Telegram :https://t.me/fresheroffcampus"
-1001309472884,"KPIT Technology Bulk Hiring Fresher For Graduate Trainee

Location  : Bangalore,Chennai

Qualification  : B.E/B.Tech/M.Tech

Batch   : 2020 only

Work Experience : Fresher

CTC  : 3.8 LPA

Exam Date : 19 June 2021

Apply Link  : https://bit.ly/35suT8j

Telegram Group Link : https://t.me/fresheroffcampus"
-1001590952025,"Adobe Systems hiring for Software Development Engineer
Location: Bangalore
Qualification : BE/B.Tech/ME/M.Tech (CSE, IT, ECE)
2020/2021 graduates can apply
Apply Now: https://nexturl.in/VVoGG"
-1001135264574,"**List of  Government Organisations hiring currently!** We will be adding 150 More in next few hours. 
Stay Tuned with OpportunityCell.

Details: https://opportunitycell.com/government-jobs-july-aug-edition-2020/"
-1001309472884,"Capgemini Off Campus Hiring Fresher For Service Desk | 3 Year Graduates

Location : Bangalore And Kolkata

Qualification  : BA B.Com BCA BBA B.Sc(All Stream)

CTC  : 2,50,0000

Batch   : 2020 And 2021

Work Experience : Fresher

Last Date To Apply : 30 June 2021

Apply Link  : https://bit.ly/3xWLHRe

Telegram Group Link : https://t.me/fresheroffcampus"
-1001309472884,"Blue Flame Labs Hiring Fresher For Trainee Software Developer

Location : Pune

Qualification : B.E/B.Tech/M.Tech

Batch : 2019/2020/2021

Work Experience : Fresher

Apply Link : https://bit.ly/34G6cVM

Telegram Group Link : https://t.me/fresheroffcampus"
-1001309472884,"PTC Hiring Fresher For Associate Software Analyst | B.E/B.Tech

Location   : Pune

Qualification   : B.E/B.Tech

Batch     : 2019/2020/2021

Work Experience : Fresher - 2 years

CTC    : 4 - 8 LPA

Apply Link   : https://bit.ly/3g7N8oG

Telegram Group Link : https://t.me/fresheroffcampus"
-1001309472884,"Allerin Hiring Fresher For Associate Software Developer

Qualification  : B.E/B.Tech/M.SC/MCA and others

Batch   : 2020/2021 and others

Work Experience : Fresher

Apply Link  : https://bit.ly/3h6l4nh

Telegram Group Link : https://t.me/fresheroffcampus"
-1001590952025,"Pegasystems is hiring for Software Engineer
Location : Bangalore
Qualification : BE/B.Tech/ME/M.Tech/MCA
Experience : 2 - 4 Years
Apply Now: https://nexturl.in/EPa4e"
-1001562730876,"**IBM is hiring Application Developers**

**Company Name**: IBM

**Job Profile**: Application Developer

**Application Deadline**: 25 Mar 22, 12:00 AM IST

**Job Timing** : Full-Time

**Salary** : Not Disclosed

**Apply Link:** https://jobforfreshar.in/index.php/ibm-3/

**Whatsapp**: https://chat.whatsapp.com/D8PP3DA447bBOQmS1qA4f3

**Main Telegram**: https://t.me/placementkit

**You Tube**: All About The Job For Fresher  
Link : https://youtu.be/_OM5NkUVE1Y

**Share This Info To Your Friends and WhatsApp Group**"
-1001562730876,"**Amazon Recruitment 2022 | Catalog Associate Work From Home**

**Position**: Catalog Associate

**Degree**: Any Graduate

**Branch**: All Branch

**Batch**: 2022 / 2021 / 2020 / 2019 / 2018

**Location**: Work From Home

**Salary**: 4.5 LPA*

**Apply link**: https://jobforfreshar.in/index.php/amazon-2/

**WhatsApp**: https://chat.whatsapp.com/IUZKCR0HWDE6vL1V97H6dX

**Main Telegram**: https://t.me/placementkit

**Share This Info To Your Friends and WhatsApp Group**"
-1001590952025,"Mott MacDonald hiring for Electrical Engineer
BE/B.Tech (ECE, EEE)
Location : Bangalore
Experience : 0 - 2 Years
2020/2021 graduates can apply
Apply Now: https://nexturl.in/prQKF"
-1001609679653,"**IBM Hiring 2022 | For Software Developer Intern**

 **Degree**: Bachelors Degree
 **Batch**: 2020, 21, 22, 23
 **CTC** -  4.3 LPA*

 **Apply Link** - https://bit.ly/3cXGcNu

**Close To 100k ****@placementkit**

 **Telegram** - https://t.me/placementkit"
-1001419646388,"Off Campus SDE Full Time and Internships! 

1. Yamaha Motors
Batch : 2022/2023/2021 pass-outs
Role : SDE Internship

2.Electronic Arts
Role : SDE (Internship) & Full Time
Batch : 2022 and 2021 batches

3.Paytm
Batch Eligible : 2020 batch
Role : Software Development Engineer

4. Microsoft - Support Engineer
Role : Support Engineer

5.Siemens
Role : Software Engineer Internships
Batch Eligible: 2021/2022/2023

6.Mindtree
Role : Software Developer
Batch Eligible: 2021 passouts

8.Microsoft Engage Program
Batch : 2023 passouts
Internship Opportunity at Microsoft

9.Freshworks
Batch : 2021 passouts
Role : Software Development Engineer

https://www.linkedin.com/posts/arshgoyal_offcampusdrivefor2021-offcampus-hiring-activity-6801891597463121920-WWBI

https://www.youtube.com/watch?v=C5SSf-ZAGYI


Join the group for all the updates :
https://t.me/goyalarsh"
-1001419646388,Media.net hiring 2021 grads.
-1001380637350," **TCS NQT Mega Pack - PREPFLIX** 

Get placed easily by **Cracking NQT** Exam. We have included 5 TCS NQT solved Papers of Oct 2020 in the material.

**Companies Hiring through** NQT: TCS, TATA ELECTRONICS, TITAN, EQUIFAX, DATA PATTERNS, UXD and [25+] many more.

**Expect upto 60% similar questions!!

** **Material Contents **
 Quants - 100 Qns & Ans
 Logical - 100 Qns & Ans
 Verbal - 100 Qns & Ans
 Programming Logic: 50 Qns & Ans
 Coding - 25 Qns & Ans
 TR Questions - 250 Qns
 HR Questions - 75 Qns

 **Bonus** 
 5 previous year solved papers
 24,25,26,27,28th October 2020

**Price**: ~~Rs499~~ Rs249 (50% off limited period)
**Buy Now**: bit.ly/nqtmegapack1
**Queries**: @prepflixadmin (9417883850)"
-1001609679653,"**TCS NINJA & Digital Interview Questions

Link**: https://placementkit.in/interview-questions/

**JAVA**: https://placementkit.in/java-programing-language/

**SQL**: https://placementkit.in/structured-query-language/

 **Share This Info To Your Friends.**"
-1001184271074,"CISCO ishiring 
Position: Software Engineer Intern
 Apply: https://bit.ly/3aL6f6e
 All the best.
 Join Us: https://bit.ly/3gO5YTz
 Share with your friends & colleagues"
-1001590952025,"Hewlett Packard (HP) is hiring freshers for Development Engineer position
Location: Bangalore
Shift: No shift premium (India)
Salary: Not Disclosed
Education: Bachelors or Masters degree in Computer Science, Information Systems, or equivalent
Apply Now: https://oflatest.net/hewlett-packard-development-engineer/"
-1001135264574,"**CISCO is Hiring Interns for Multiple Roles!**

Cisco Systems, Inc. is an American multinational technology conglomerate headquartered in San Jose, California, in the centre of Silicon Valley. Cisco develops, manufactures and sells networking hardware, software, telecommunications equipment and other high-technology services and products.

**Positions**:
1.) Data Analyst Intern
2.) Data Engineer Intern
3.) Software Engineer Intern
4.) App Development Intern
5.) Hardware Engineer Intern
6.) Operations Analyst Intern
7.) Business Analyst Intern
8.) Consulting Engineer Intern

**How to Apply:**
https://bit.ly/cisco_oc
Follow us for Educational Opportunities: https://bit.ly/oc_insta

**All the Best **"
-1001562730876,"`MetricStream Off Campus Drive | 2021 Batch | 6LPA

`bit.ly/3qwSHBU

Join - t.me/placementkit"
-1001184271074,"Ellucian is hiring 
Position: Software Developer
 Apply: https://bit.ly/3m3AQ34
 All the best."
-1001309472884,"Paypal Hiring Fresher For Software Engineer | 2020 And 2021 Graduates Only

Location : Chennai

Qualification : B.E B.Tech | M.Tech | MCA

Work Experience : Fresher

Apply Link : https://bit.ly/3fSHKWm

Telegram Group Link : https://t.me/fresheroffcampus"
-1001590952025,"Intertek India Pvt. Ltd. hiring for Diploma Trainee  Quality Inspections position
Location: Gurgaon/Gurugram
Salary: Rs 12,000/- month during 1st year internship role
Qualification: Diploma in Mechanical/Electrical Engineering
Experience: Freshers
Apply Now: https://nexturl.in/3quHL"
-1001562730876,"`Infosys Off Campus Drive | 2021

 All Branches Eligible
 3.6 LPA
`
https://surveys.infosysapps.com/r/a/infy_se_2021_july

Group - t.me/placementkit"
-1001609679653,"**TCS Plan To Hire 40000 Fresher Employees**

According to TCS, 1 lakh freshers will also be recruited from the campus along with 40000 employees

**Read More and Apply**: https://placementkit.in/tcs-plan-to-hiring-40000-fresher-employees/

**WhatsApp**: https://chat.whatsapp.com/GSgNSvH0rNULKJNgHVDf3A

**Telegram**: https://t.me/placementkit

**Share This Info To Your Friends and WhatsApp Group**"
-1001184271074,"CISCO is hiring 
Position: Software Engineer Intern
 Apply: https://bit.ly/3sHnhZN
 All the best."
-1001309472884,"GeekyAnts India Pvt Ltd Hiring Fresher For ReactJS Developer

Location   : Bengaluru

Qualification   : B.E/B.Tech

Batch     : All Batch

Work Experience : Fresher

CTC    : 5 - 7 LPA

Apply Link   : https://bit.ly/3uU8ew6

Telegram Group Link : https://t.me/fresheroffcampus"
-1001309472884,"Samsung Off Campus Hiring Fresher For Software Engineer

Location   : Noida

Qualification   : B.Tech / B.E / Dual Degree / M.Tech

Batch     : 2020/2021 only

Work Experience : Fresher

Apply Link   : https://bit.ly/3fN7qEQ

Telegram Group Link : https://t.me/fresheroffcampus"
-1001609679653,"**Capgemini Hiring Network Engineer**

 **Degree**: BE, B TECH, MCA
 **Batch**: 2020, 2021 & 2022
 **CTC** -  4 LPA*
**Last Date: 20 Sep 11.59 PM**

** Apply Link** - https://bit.ly/3LnF5Dn

 **Telegram** - https://t.me/offcampusdrive_it"
-1001590952025,"SAP is hiring for Developer Associate
Any Graduate can apply
Experience**:** 0 - 2 Years
Location**:** Gurgaon
Apply Now: https://nexturl.in/jr7bS"
-1001562730876,"**NCS Off-Campus Hiring Drive**

CTC: 6.66LPA

Job Role: Associate Engineer

Job Location: Pune

Eligibility Criteria: BE / B Tech / BCA / BCS 

Apply link: https://jobforfreshar.in/index.php/ncs-off-campus/

Whatsapp: https://chat.whatsapp.com/IzPPqx4Lh5LJJlpZEBsfUY

Telegram: https://t.me/placementkit

You Tube: https://youtu.be/_OM5NkUVE1Y

**Share This Info To Your Friends and WhatsApp Group**"
-1001135264574,"**District Administration, Gurugram** is hiring **Multiple Interns**!

**Positions**:
 Research & Development
 Arch.&Urban Designing
 Civil Engg. Intern
 Biodiversity Intern
 Environmental Intern
 Media & Communications

**Details**: https://bit.ly/3hUYcEP"
-1001380637350,"```TCS Smart Hiring | BSC/BCA/BCS | 2019,2020,2021 Batch

```**Last Date - **23 May 2021
**Exam Date - **6th June 2021
tcs.com/careers/smart-hiring-IT-drive

~via @PrepFlix"
-1001562730876,"`IBM Off Campus Drive | 2020 2021 Batch | BE B.Tech BCA BSc `

https://careers.ibm.com/job/13801135/application-developer-java-full-stack-bangalore-in/

**Telegram -** t.me/placementkit"
-1001609679653,"**Wipro Off Campus Hiring 2022 | For Associate  Adwords**

 **Degree**: BE, B Tech, M Tech, BSC, BA, BBA, BBM, B Com, M Com, MBA
 **Batch**: 2021 & 2022
 **CTC** -  3.5 LPA*

 **Apply Link** - https://bit.ly/3CbineZ

 **Telegram** - t.me/prepflix"
-1001590952025,"Dell off campus hiring for Software Engineer I position
Location: Bangalore
Qualification : BE/B.Tech/ME/M.Tech  CSE, IT, ECE
Experience : 0  2 Years
Apply Now: https://oflatest.net/bio/"
-1001590952025,"ZS Associates hiring for Business Operations Associate
Qualification : BE/ B.Tech/ ME/ M.Tech/ M.Sc/ MBA,
Location: Pune
2020/2021 graduates can apply
Apply Now: https://nexturl.in/BrJWZ"
-1001562730876,"**Zebra Technologies Recruitment 2022 | Test Engineer | Apply Now!**

Company Name : Zebra Technologies

Post Name : Test Engineer

Salary : 6.9 LPA*

Experience : 0-2 yr 

Job Location : Pune 

Degree : Bachelors Degree 

Batch : 2022/2021/2020/2019/2018

Apply link: https://jobforfreshar.in/index.php/zebra/

**WhatsApp**: https://chat.whatsapp.com/IzPPqx4Lh5LJJlpZEBsfUY

Telegram: https://t.me/placementkit

You Tube: All About The Job For Fresher 
Link: https://youtu.be/_OM5NkUVE1Y

**Share This Info To Your Friends and WhatsApp Group**"
-1001562730876,"**Bentley Systems Recruitment 2022 | Associate Software Quality Analyst**

**Company Name** : Bentley Systems

**Post Name** : Associate Software Quality Analyst

**Salary** :  7.3  10 LPA

**Experience** : Freshers

**Job Location** : Pune

**Degree**: BE / B Tech

**Batch**: 2022/21/20/19/18

**Apply link**: https://jobforfreshar.in/index.php/bentley-2/

**Whatsapp**: https://chat.whatsapp.com/Ex9KmDKIyOmCZMxRRl6TjU

**Main Telegram**: https://t.me/placementkit

**You Tube**: TCS Drivelink: https://youtu.be/P5DLCfcCxRA

**Share This Info To Your Friends and WhatsApp Group**"
-1001590952025,"Microchip is hiring for Software Engineer - I position
Location: Across India
Qualification: BE/B.Tech
Experience: 03 Years
2020 and 2021 graduates can apply
Apply Now: https://nexturl.in/0sa3g"
-1001419646388,https://www.linkedin.com/posts/arshgoyal_opportunities-offcampushiring-hiringdrive-activity-6803280648283934720-U_RN
-1001562730876,"`Jendamark India Hiring SE | 2020 2021
 Last Date : 30 June 2021`

https://www.jendamark.co.za/job/jendamark-india-pvt-ltd-pune-16-software-engineer/

__Join ____@__placementkit"
-1001299734537,"For free courses and internship updates:


*Telegram Link*
t.me/free_courses_and_intern_updates



Share with others!"
-1001184271074,"Cadence is hiring 
Position: Software Engineer Intern
 Apply: https://bit.ly/39s70QC
 All the best."
-1001590952025,"Micro Focus Off Campus Hiring freshers for Software Development Engineer Position
Location: Bangalore
Degree: BE/B.Tech/MCA
Apply Now: https://nexturl.in/arhVX"
-1001309472884,"Anion Healthcare Hiring Fresher For Non Voice Process | Any Graduate / PG | Urgent Opening

Location : Hyderabad/Secunderabad

Qualification : Any Graduate

Work Experience : Fresher to 1 Year

Apply Link : https://bit.ly/2R4Jl2R

Telegram Group Link : https://t.me/fresheroffcampus"
-1001590952025,"Adobe is hiring for Member of Technical Staff
Qualification: B.Tech (CS/ IT/ECE/ EEE)
Batch: 2021
Salary: 22 LPA
Location: Noida/ Bengaluru
Apply Now: https://oflatest.net/adobe-member-of-technical-staff/"
-1001135264574,"**IIM Bangalore** is hiring **Interns**!!!

**Eligibility**:
 UG/PG in any field.

**PAID Opportunity**

**Details**: https://bit.ly/iimb_oc

**Follow** https://bit.ly/oc_insta for** more updates.**

All the Best!"
-1001590952025,"Google is hiring for Software Engineering Intern (Winter 2022
Location: Bengaluru, Hyderabad
Qualification: Any Graduate & Post Graduate can apply
Last date: 27th August, 2021
Start date: January 2022
Duration: 22-24 weeks
Apply Now: https://nexturl.in/8wACL"
-1001184271074,"Brillio is hiring 
Position: Software Engineer
 Apply: https://bit.ly/3sVfZ4j
 All the best."
-1001135264574,"**Microsoft is hiring Interns!**
_______________________________
Posting 10+ Educational Opportunities daily:
 *Instagram:* https://bit.ly/oc_insta
 *Telegram:* https://t.me/opportunitycellofficial
 *WhatsApp:* http://bit.ly/join_oc
 *Facebook:* https://bit.ly/oc_facebook
_______________________________

*Eligibility:* Students pursuing bachelors or masters in any stream.

*Details:* https://bit.ly/3ekqyHn"
-1001562730876,"`TetraSoft Off Campus | BE MCA | 2021 Batch
3.5 to 4.8LPA

`firstnaukri.com/careers/customised/landingpage/tetrasoft/index.html

**Telegram** - t.me/placementkit"
-1001135264574,"**ALLY, European Union Funded** invites **Young Researchers!**

 **Eligibility**: 18-30 Years, Interest in Research & Analysis.

 **Remuneration**: Rs.62,000, Fully Funded Trips & Capacity Building Trainings.

**Details:**https://bit.ly/2PjHlzf"
-1001562730876,"`Microsoft is Hiring | Software Engineering | 2022 Batch`

https://careers.microsoft.com/students/us/en/job/1062742/Software-Engineer-Full-Time-Opportunity-Engage
  
**Telegram -** t.me/placementkit"
-1001135264574,"**Remote Internship Opportunity at Azah(8K-10K Stipend):Apply by 22nd June**

Azah is a premium, feminine hygiene brand focussed on delivering quality products to women.

 *Eligibility:* Students pursuing college degree. 
 *Stipend:* 8K-10K per month.

*Details: https://bit.ly/37LgFja*"
-1001299734537,"For free courses and internship updates:


*Telegram Link*
t.me/free_courses_and_intern_updates



Share with others!"
-1001135264574,"**Goldman Sachs** is hiring **Interns & Full Time!!**

1. **Summer Analyst Internship **
Eligibility:Currently pursuing a college or university degree.

2. **New Analyst Program (Full-Time)**
Eligibility:Final year undergraduate and graduate level students from any field of study, and is ideally suited to those with little or no work experience.

3. **Engineering Campus Hiring Program** (Internship & Full-Time)
Eligibility:Engineering students in India across pre-final & final year of graduation and post-graduation, and is ideally suited to those with less than 12 months of work experience.

**Details:** https://bit.ly/38szDM0"
-1001590952025,"BYJUS is hiring for Process Executive Position
Experience: Freshers / 0 to 3 years
Qualification: Any Graduate can apply
Apply Now: https://nexturl.in/41rr1"
-1001135264574,"A Top **Research and Consultancy Firm** is hiring **Research Interns!!**

Development Solutions, a research and consultancy Firm whose clients are among UNICEF , Michael & Susan Dell Foundation, Microsoft , TISS, University of Liverpool and many more is hiring Research Interns!!

 PAID Opportunity!

**Details**: https://bit.ly/2XZ4hZj
_______________________________
**Posting 10+ Educational Opportunities daily:**
 Instagram: https://bit.ly/oc_insta
 Telegram: https://lnkd.in/gVzTsTX
 WhatsApp: http://bit.ly/join_oc
 Facebook: https://bit.ly/oc_facebook
 LinkedIn: https://bit.ly/linkedin_oc
_______________________________"
-1001184271074,"HP is hiring 
Position: Firmware Engineer
 Apply: https://bit.ly/3dEBPmD
 All the best."
-1001380637350,"`InfyTQ | Infosys | 2022 Batch

`**Eligibility** - B.Tech, M.Tech, M.Sc etc
**Salary** - 3.6LPA | 5LPA | 8LPA
**Link** - https://infytq.onwingspan.com/

** Note**: Add all your 2022 batchmates in this channel

~via @PrepFlix"
-1001609679653,"**BYJUS Off Campus Drive 2022 | For Business Development Associate**

Degree: Any Graduation/ Post Graduation

Batch: 2019, 20, 21, 22

Salary: INR 8 LPA

Experience: Fresher (0  1 years)

**Apply Link**: https://placementkit.in/byjus-off-campus-drive-2022/

**Telegram**: https://t.me/offcampusdrive_it

**Share This Info To Your Friends and WhatsApp Group**"
-1001184271074,"PayPal is hiring 
Position: Software Engineer
 Apply: https://bit.ly/2OCKEEN
 All the best."
-1001609679653,"**HSBC Off Campus Drive 2022 | For Trainee Software Engineer**

Degree: Bachelors or Masters Degree

Batch: 2018, 19, 20, 21, 2022

Salary:  3.7 LPA*

Experience: Fresher

**Apply Link**: https://placementkit.in/hsbc-off-campus-drive-2022/

**Telegram**: https://t.me/placementkit

**Share This Info To Your Friends and WhatsApp Group**"
-1001309472884,"Orange Hiring Fresher For Associate Software Engineer | B.E / B.Tech / M.Tech / MCA / M.Sc

Location : Across India

Qualification : B.E / B.Tech / M.Tech / MCA / M.Sc

Work Experience : Fresher to 1 Year

CTC  : 3.5 - 5.5 LPA

Apply Link : https://bit.ly/2SEf5MS

Telegram Group Link :@fresheroffcampus"
-1001309472884,"Siemens Hiring Fresher For Software Engineer - Java AWS / Azure Developer Hiring!! Fresher

Location : Bangalore

Qualification  : B.E/B.Tech/M.E/M.Tech/MCA

CTC  : 6LPA

Batch   : 2020,2021,2019

Work Experience : Fresher

Apply Link  : https://bit.ly/3xfeelf

Telegram Group Link : https://t.me/fresheroffcampus"
-1001380637350,"```Amazon Hiring Programmer Analyst

```amazon.jobs/en/jobs/1535827/programmer-analyst

~via @PrepFlix"
