Channel,Message
-1001299734537,https://www.linkedin.com/posts/shreya-agarwal_internshipopportunity-collegestudents-internship-activity-6662025598443106307-wdgo
-1001299734537,https://www.linkedin.com/posts/kartikeyathapliyal_startup-hiring-entrylevel-activity-6657580757520871424-fMPJ
-1001299734537,"Dear all,
Hope you all are safe and well.
""Hacking just means building something quickly or testing the boundaries of what can be done. ""  
                       -Mark Zuckerberg

Hacking is not a crime, it's a profession till the time one plays with it safely. There are always boundaries to be maintained, that's the rule every professional obey. Here at Ahmedabad University, the IEEE WIE Student branch is providing you with a webinar that would introduce you to those boundaries. 
 Learning from the finest in the field,Niralee Chavda. In the 90 minutes of conversation withNiralee Chavdalets get some inside secrets from someone who has good experience of corporate-level training in Infrastructure and security. Having 4 years of experience in Networking and server. Alongside being a Red hat certified Trainer, she has had the opportunity to work with technicians from all-round engineering disciplines has allowed her to troubleshoot complex system-level issues adding more to her bag of experience. Her job includes getting freshers job-ready and onboard for industry project work. This would be an advantage for all attendees to learn from the perspective of the corporate world.For more information about the speaker kindly refer to the pdf attached.

This being an opportunity which one can hardly miss, register yourself and save a seat. Learning these things without guidance can be a hassle. For everyone who wants to gain any knowledge, this just could be the kickstart to an amazing journey.
All relevant details are as follows
Speaker: Niralee Chavda
Date: May 13th, 2020
Day: Wednesday
Time: 3:00 PM to 4:30PM
Registration Link: https://docs.google.com/forms/d/e/1FAIpQLSeOsUJQKRMMekN3tk7xYrCXCt1xGyXXHA7wSikY-ok5Xc0CLg/viewform?usp=sf_link"
-1001299734537,"For free courses and internship updates:


*Telegram Link*
t.me/free_courses_and_intern_updates



Share with others!"
-1001299734537,"This channel notifies you whenever there is a free Udemy course available.

Also various internship updates will also be provided.

Get latest updates on Competitive Programming and Open Source."
-1001299734537,"This channel notifies you whenever there is a free Udemy course available.

Also various internship updates will also be provided.

Get latest updates on Competitive Programming and Open Source.

@free_courses_and_intern_updates"
-1001299734537,"We are Hiring an experienced *Digital Marketing Manager* (1-3 yrs experience) for Full Time Role at ForeignAdmits.com

For Mumbai/Pune region, preferably

Not looking for Freelancers or agencies this time.

Please send your *CV/Resume* with portfolio (if any) and a *brief cover letter stating your candidature* at careers@foreignadmits.com"
-1001299734537,"ETHIndia Online is back! From the future 

The biggest ever edition of ETHIndia Online: Chain Runner is the perfect opportunity to dive into the Blockchain rabbit hole  

Join forces with thousands of hackers around the globe for a month-long hackathon to #BUIDL decentralized applications on top of Ethereum 

Don't miss the chance to: 

 Learn the latest in Blockchain tech and get access to mentorship for free from the very best in the international ecosystem
  Win prizes worth thousands of dollars and get recognized for your talent and skill by the world's top Blockchain companies 
  Bag certificates, potential internships, full-time jobs and incubation opportunities

Past ETHIndia projects have gone on to become runaway real-world startups  InstaDApp raised $2.4M in funding! 

We are kicking off on May 15 and running chain for a month. 

Apply now  https://chainrunner.devfolio.co

Join the squad here  https://t.me/ethindiaco"
-1001299734537,"This channel notifies you whenever there is a free Udemy course available.

Also various internship updates will also be provided.

Get latest updates on Competitive Programming and Open Source.

@free_courses_and_intern_updates"
-1001299734537,https://www.udemy.com/course/mastering-excel-essential-training-for-all/?couponCode=MAY2020OFFER
-1001299734537,"*WE ARE HIRING!*

Applicants are now invited for 
*Seutus Pvt. Ltd.*

*Writing is an art of expressing your thoughts so beautifully that the reader connects with you forever*

*Profiles-*
Content Writers
Blog writer
Journal and editorial writing
Copy writer

*Form Link-*
https://forms.gle/kH9oJGgtpWHYNyeY6

*Deadline-*
31st May 11:59 pm"
-1001299734537,https://www.linkedin.com/posts/kanishka-pratap-086723102_intern-hiring-internshipprogram-activity-6673517444688179200-3aDI
-1001299734537,"https://www.linkedin.com/posts/sourabh-gupta-9980b0118_careers-activity-6673123371322089472-DPZI

*Hiring* "
-1001299734537,HIKE is hiring!
-1001299734537,"https://www.linkedin.com/posts/aagarwal1012_internship-college-dart-activity-6675055581952323584-gGBb


Flutter Dev Intern "
-1001299734537,"https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Chennai/Data-Science-Intern_R0056205-1?Codes=W-LINKEDIN

PayPal Internship :)"
-1001299734537,https://www.linkedin.com/posts/prerna-vishnoi-3711b656_hiringabralert-ios-android-activity-6675742401300185088-WFap
-1001299734537,"Hola fellow coders!! 

PClub Summer of Code - 2020

*MENTOR APPLICATIONS DEADLINE (10 June 2020 - IST (GMT + 5:30))*

Website: http://pclubsummerofcode.in

What is Psoc?
Psoc is an online internship platform for developing open source projects for the next two months. The projects will be reviewed by experts in the domain and the mentees will then be able to submit proposal for those projects. Selected mentees will get an exclusive opportunity to contribute to live projects under the guidance of experienced mentors.
This program is meant to create awareness about open-source and give opportunity to budding programmers.

See you onboard.

With 
Team PClub"
-1001299734537,"https://www.linkedin.com/posts/anuj-kumar-sharma-294533138_internship-urbancompany-summerinternship-activity-6676537801909002240-m4b0

Urban Company Hiring for Android Interns :)"
-1001299734537,"https://www.linkedin.com/posts/rosy-kaur-arora_paytm-qaengineers-qaengineer-activity-6677190907340689408-gly2

Paytm HIRING"
-1001299734537,"Toppr is hiring Coding Instructors - 

Fill out the form and wait for the interview mail from Toppr- https://docs.google.com/forms/d/e/1FAIpQLSfjIJU8WIMr12KkhqMNxdSYaLGduh04Mf4sowoZ8XCj15i_LA/viewform

Very decent pay!"
-1001299734537,Paytm Hiring
-1001299734537,https://www.linkedin.com/posts/monika-jha-2808_hiring-hiringjob-mechanicalengineers-activity-6681464922045480962-tRbv
-1001299734537,https://www.linkedin.com/posts/lucas-zimmerman-59114b12_internshipstudent-internshipsinthailand-internship2020-activity-6681459957042339840-l06P
-1001299734537,https://internship.aicte-india.org/
-1001299734537,https://www.linkedin.com/posts/shubhangi-sood_edtech-internshipopportunity-internship2020-activity-6681888957011259392-CcJ-
-1001299734537,https://www.linkedin.com/posts/anirbandas5_hello-everyone-hiring-3-pm-interns-for-activity-6682409122735955968-g4_E
-1001299734537,https://www.linkedin.com/posts/akshatbahety_education-internship-activity-6683027309420720128-ce_Y
-1001299734537,https://www.linkedin.com/posts/naman-pundir-0b6065122_joboffers-intern2learn-internship-activity-6683366346224398336-0mDt
-1001299734537,https://www.linkedin.com/posts/sachin-motwani_hiring-startup-uidesigners-activity-6683583588220379136-gSf9
-1001299734537,"Opportunity for Teacher Trainer at Toppr Code - 

https://docs.google.com/forms/d/e/1FAIpQLSctLxfLrjkLpkUBi1kRT7y9MLEhI4I-9Ed_P6DKYgUkzqreAg/viewform


Role - You have to recruit and train the Coding Instructor in Toppr"
-1001299734537,"https://www.linkedin.com/posts/shbailey_applecare-business-insight-data-scientist-activity-6690007292508729344-ouWC


Apple is hiring "
-1001299734537,https://www.linkedin.com/posts/amit-swami-777235125_hiring-softwaredeveloperjobs-activity-6693551387592179712-4WqX
-1001299734537,https://www.linkedin.com/posts/aashok_internship-campus-hiring-activity-6694113291326885889-CHSs
-1001299734537,https://www.linkedin.com/posts/prashantsmahajan_internship-activity-6706775376045056000-2kkZ
-1001299734537,"Let's admit it, online classes are quite boring now!
So instead of watching a duck race at 2 am, Listen to the ones who actually did it - LIVE 'CodeCast' on Youtube to realign your preparation to make the real difference.

IEEE brings you a podcast, on our IEEE channel with JIIT's alumni: Mr. Anmol Mishra, Associate SDE at Expedia, Ms. Kanishka Garg, Incoming Analyst at Goldman Sachs and Mr. Prakhar Gupta, SDE at Amazon along with IT Bodhi's Founder Mr. Amar Chauhan who will be discussing everything about preparation for top placements, career strategies, resources to follow and a lot more!

So set the reminder for 26th January, 12PM and get ready to acquire maximum knowledge from the experts.
Stay tuned and get your list of questions ready !

Registration link: https://forms.gle/YfdtoRpFQiAsDFfQ7"
-1001299734537,https://www.linkedin.com/posts/shivam-kapila_grofers-grofersishiring-engineers-activity-6812289508772519936-80i0
-1001299734537,https://www.linkedin.com/posts/supriyagowda_dunzo-is-hiring-on-instahyre-apply-now-activity-6817774446158381056-E5uA
-1001299734537,https://www.linkedin.com/posts/tech-jobs-for-all_hiring-jobs-freshers-activity-6817755599586025472-WOPN
-1001299734537,Dunzo is hiring SDE-1 Android
-1001299734537,"https://careers.sliceit.com/jobs


Slice is hiring! "
-1001299734537,Harness is hiring! 
-1001299734537,"https://www.linkedin.com/posts/arjun-misra-b62807129_jobsearch-referral-hiring-activity-6818157818512855040-Bry9

Zynga Games Hiring - Senior SDE"
-1001299734537,"https://www.linkedin.com/posts/ruchika-rocque-014622ba_university-recruiting-account-manager-in-activity-6818132534313021440-dRWY

University Recruiter Hiring - Microsoft "
-1001299734537,https://www.linkedin.com/posts/kiranksheersagar_arcesium-is-hiring-on-instahyre-apply-now-activity-6818038116394307585-J0ca
-1001299734537,Arcesium is hiring! ----
-1001299734537,"https://www.linkedin.com/posts/sandydecoder_product-manager-engineering-browserstack-activity-6818167298415767552-ghrM

BrowserStack is hiring PM (Exp  6+ years)"
-1001299734537,"Adobe Hiring Freshers SDE - 1

https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Bangalore/Software-Development-Engineer_R112028-1"
-1001299734537,"https://www.linkedin.com/posts/sushant-arya-sa7297sa_hiringalert-purplebox-seniorsoftwareengineer-activity-6818402636853760000-L_d_


Purplebox hiring Senior SWE"
-1001299734537,"https://www.linkedin.com/posts/deepika-rathore-2636a013a_hiring-intern-productmanagement-activity-6818071926842437632-b6Ha


Product Manager Intern Hiring "
-1001299734537,"https://www.linkedin.com/posts/diksha-bhateja-87331591_careers-at-microsoft-microsoft-jobs-activity-6818405325247389696-5QCj


Microsoft Hiring!"
-1001299734537,"https://www.linkedin.com/posts/kakul-luthra-8865a389_algo-datastructure-datastructures-activity-6818460781017923584-Ws7z


Amazon Hiring!

"
-1001299734537,Walkwel Hiring! 
-1001299734537,"https://www.linkedin.com/posts/lovin-sharma_dataanalyst-innovaccer-greatplacetowork-activity-6818483996587020288-6HnN


Innovaccer hiring Data Analyst 2021 Batch 

.
.
.
.
"
-1001299734537,"Microsoft Hiring Intern Position -

https://www.linkedin.com/posts/rohanprasadofficial_software-engineer-internship-opportunity-activity-6818497905729556480-axO-

Link to career portal - https://careers.microsoft.com/us/en/job/1081612/Software-Engineer-Internship-Opportunity/?utm_source=linkedin&utm_campaign=job-share&utm_medium=social-share"
-1001299734537,GlobalLogic is hiring - https://www.linkedin.com/posts/parasghai28_jobchange-jobhelp-jobfinder-activity-6818488390506356736-QeN-
-1001299734537,Airtel X Labs is hiring - https://www.linkedin.com/posts/pragya-singh-658571a4_airtel-xlabs-senior-devops-engineerlead-activity-6818486561533960192-ypiN
-1001299734537,"https://www.linkedin.com/posts/mayank-pugalia-57bbb5178_amazon-hiring-wholefoodsmarket-activity-6818553799179927552-0F47


Amazon hiring SDE-1 and SDE-2"
-1001299734537,"Check out this job at Tech Mahindra: https://www.linkedin.com/jobs/view/2633593741

Tech Mahindra is hiring Full Stack Developer

Checkout this LinkedIn job "
-1001299734537,"https://www.linkedin.com/posts/jimmy-wangkhem-31940422_distributedsystems-iot-hiring-activity-6818793442869678080-tg7O


SWE III hiring at Rapyuta Robotics!"
-1001299734537,"Check out this job at Yocket: https://www.linkedin.com/jobs/view/2629657029


Yocket is hiring SDE

Apply fast!

"
-1001299734537,"https://www.linkedin.com/posts/vikraammvij_infosys-surveys-activity-6818847860038127617-qbMo

Infosys is hiring!

2021 Graduates

Apply fast!"
-1001299734537,"Unacademy is hiring Frontend Developer 
.
.
Experience - 1 to 3 years

https://www.linkedin.com/jobs/view/2630127627"
-1001299734537,"Ivanti is hiring SWE 

https://boards.greenhouse.io/a3c41b8b71eff8c4/jobs/4601548003?gh_src=9d8183ce3us

"
-1001299734537,"https://www.linkedin.com/posts/ipshita-munshi-b02846129_pop-up-drive-candidate-details-activity-6819128058742763520-PwrB

CodeNation Hiring 2021 grads!"
-1001299734537,"https://www.linkedin.com/posts/activity-6817572192260370432-XE2T


Thinkify is hiring for many roles!"
-1001299734537,"https://apply.workable.com/fortanix/j/2220C2AD29/?utm_campaign=July_Social%20Media%20Posts%202020&utm_content=172365953&utm_medium=social&utm_source=linkedin&hss_channel=lcp-12417189

Fortanix is hiring QA Automation Engineer "
-1001299734537,"OLA hiring SDE-1

https://career10.successfactors.com/career?career_ns=job_listing&company=anitechnol&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=17522&jobPipeline=linkedin&utm_source=linkedin"
-1001299734537,"Check out this job at Zhiffy: https://www.linkedin.com/jobs/view/2632811799

Zhiffy is hiring Backend Developer Intern with PPO"
-1001299734537,"Amazon hiring SDE-1 and SDE-2

https://www.linkedin.com/posts/simpi-kumari-46640753_sde1-sde2-amazon-activity-6819186840344629248-SRFC

Hiring alert 

"
-1001299734537,"https://www.linkedin.com/posts/pritinanda-panda_sharechat-is-hiring-on-instahyre-apply-activity-6819489095459356672-SYd3


Senior Product Manager hiring at ShareChat "
-1001299734537,"*CodeKart* *Hiring*

The ideal candidate will be responsible for conceptualizing and executing clear, quality code to develop the best software. You will test your code, identify errors, and iterate to ensure quality code. You will also support our customers and partners by troubleshooting any of their software issues. 
 
Responsibilities
1. Detect and troubleshoot software issues
2. Write clear quality code for software and applications and perform test reviews
3. Develop, implement, and test APIs
4. Provide input on software development projects

Qualifications
1. Comfort using technologies like React, Node, Express, MongoDB
2. Having basic knowledge about AWS and Docker
3. Strong debugging and troubleshooting skills
4. 1.5+ years' of development experience

Location
Bhubaneswar, Odisha

Interested persons can send their resume to careers@thecodekart.com

Pls Note : Freshers with some hands on experience on ReactJs and NodeJs can also apply.

But  please share the some sample website demo, if possible.


Thanks & Regards,
Krishna Agrawal"
-1001299734537,"EY is hiring Data Analytics Intern
.
.
Hiring 
.
.
Link - https://www.linkedin.com/posts/subhakant-das-ethicalhacker_internship-activity-6819571635868225536-lSm6"
-1001299734537,"Walmart hiring SWE II 

2021 graduates can apply 

Link - https://walmart.cluster3.openings.co/?source=linkedin#!/job-view/software-engineer-ll-bengaluru-karnataka-india-2021062918325052?source=linkedin"
-1001299734537,"Flipkart is hiring 

https://www.linkedin.com/posts/ankita-sarda-85013634_flipkart-flipkartsearch-hiring-activity-6819504245159579648-mTWc"
-1001299734537,"Infosys is HIRING!
.
.
.
LINK - https://www.linkedin.com/posts/darpan-kumar-81335032_hi-folks-infosys-is-hiring-2021-passed-activity-6820218355576791040-Cp0J"
-1001299734537,"Squareboat is hiring in many domains -

Check out this LinkedIn post

https://www.linkedin.com/posts/gauravgupta123_jobs-hiring-startupjobs-activity-6820216537723498496-jX01"
-1001299734537,"https://www.linkedin.com/posts/labdhi-samir-daftari-423a61127_browserstack-softwareengineer-supportengineer-activity-6820259437618495488-Ld7P

BrowserStack is hiring! "
-1001299734537,"Star Catalysts hiring SDE-1 

https://www.linkedin.com/posts/thetinkerer_hiring-fontend-backend-activity-6815671624621162496-3tu2"
-1001299734537,"https://jobs.smartrecruiters.com/dentsu/743999742687261-intern-talent-acquisition?trid=463ac537-35c8-4256-8fe4-47ea285de0a6

Talent Acquisition Intern Hiring!

Merkle is hiring "
-1001299734537,"InMobi is hiring for Ad-Ops role

Check the link - https://www.linkedin.com/posts/divyani-maria-albuquerque-pai-inmobi_inmobi-enterprise-mobile-marketing-advertising-activity-6820736320810426368-JBwW"
-1001299734537,"geektrust is hiring 

Golang Developer 

Check out this job at geektrust.in: https://www.linkedin.com/jobs/view/2637635724"
-1001299734537,"https://www.linkedin.com/posts/yash-chapaneri-2b321460_my-team-at-walmart-global-tech-india-is-hiring-activity-6821041446351704064-HHeJ


Walmart is hiring Frontend Developers"
-1001299734537,"Grab is hiring SWE

15 openings available 

https://grab.wd3.myworkdayjobs.com/en-US/Careers/job/Bangalore-Salarpuria-Adonis/Software-Engineer--Backend_R-2020-10-0230-1/apply?source=LinkedIn"
-1001299734537,"Juspay is hiring SDE

1+ years of experience required 

Check out this job at JUSPAY: https://www.linkedin.com/jobs/view/2637650385"
-1001299734537,"Hypersonix is hiring ML Engineer 

https://angel.co/company/hypersonix-ai/jobs/1501249-ml-engineer-software-engineer-machine-learning?utm_campaign=talent&utm_content=promote_jobs_box-listing&utm_medium=al_tweet&utm_source=twitter&utm_term=hypersonix-ai"
-1001299734537,"https://www.linkedin.com/posts/kapil-yadav-013831204_google-forms-create-and-analyze-surveys-activity-6821400485677871104-d3v9

Flipkart is hiring in ML domain "
-1001299734537,"Tekion Corp is hiring for multiple positions 

https://www.linkedin.com/posts/pravesh-rawat-b6b47172_tekion-automotive-retail-re-imagined-activity-6821492004489314304-lGSS"
-1001299734537,"Check out this job at Games24x7: https://www.linkedin.com/jobs/view/2644845874

Games24x7 is hiring fresher for SWE Test"
-1001299734537,Hiring Alert 
-1001299734537,"Nupay is hiring 

.
.
.

 Link - https://www.linkedin.com/posts/patidarparas13_nupay-hiring-internshipopportunity-activity-6821112854322716672-i1CT"
-1001299734537,"Merkle is hiring


https://www.linkedin.com/posts/devyani-deshmukh_salesforce-marketing-cloud-developer-activity-6821712612523327488-x-aP"
-1001299734537,"TCS is hiring 2022 grads 

https://www.tcs.com/careers/TCSNinjaHiringYoP2022?utm_source=Whatsapp&utm_medium=Poster&utm_campaign=TCS%20NQT%20Hiring%202022&fbclid=IwAR3qvY-tbQbgtsvYixRPFw-_6yS01cQJRoQlDq0tbl5tduIhn0_MmGQTC_w"
-1001299734537,"https://www.ketto.org/fundraiser/my-son-is-suffering-from-cardiac-failure-we-need-your-help-to-provide-for-his-treatment-468090?utm_medium=whatsappShare&utm_content=3968874&shby=1&utm_source=external_Ketto&utm_campaign=my-son-is-suffering-from-cardiac-failure-we-need-your-help-to-provide-for-his-treatment-468090&utm_placement=sac_thank_you


Please help if you can"
-1001299734537,"Scaler Academy is hiring 

https://www.linkedin.com/posts/simran-taneja-86472b19b_hiring-interviewbit-scaleracademy-activity-6817927976085274624--RSl"
-1001299734537,"Groww is hiring

ML/Data Science Interns

Apply fast!

Link - https://www.linkedin.com/posts/amitkumar089_google-forms-create-and-analyze-surveys-activity-6822776490409771008-tFER"
-1001299734537,"Interns Hiring 

Batch - 2020/2021"
-1001299734537,"Zoho is hiring Software Developer 

Exp - 0 to 4 years


Link - https://careers.zohocorp.com/recruit/WebFormServeServlet?rid=148d5f6d5331ecce94fe26109ec93c24f6db2e54046168c642962872943da97bgidf62d65585721aed69c3d0236e3a70183"
-1001299734537,"Bigbasket.com is hiring

https://www.instahyre.com/job-106410-software-engineer-at-bigbasket-bangalore/?utm_source=linkedin&utm_campaign=signup&utm_medium=recruiter_job_share&utm_content=106410"
-1001299734537,"https://boards.greenhouse.io/bottomlinetechnologies/jobs/5079026002

BottomLine Technologies is hiring for 2021 grads

Role - Software Engineer"
-1001299734537,"Hike is hiring for ML Intern!
.
.
.
Check out this job at Hike: https://www.linkedin.com/jobs/view/2645680709"
-1001299734537,"Mutual Mobile is hiring

Student should be in 4th year or pursuing Masters

Check out this job at Mutual Mobile: https://www.linkedin.com/jobs/view/2653320449"
-1001299734537,"yellow.ai hiring SWE Intern

Link - https://www.linkedin.com/posts/buntygupta_im-looking-for-interns-software-engineer-activity-6822783453382225920-VvVM"
-1001299734537,"CRED is hiring!

Backend Developer Java

https://www.linkedin.com/posts/lavishajain_cred-is-hiring-on-instahyre-apply-now-activity-6822976808279949312-kUcj

Apply fast!"
-1001299734537,"Shipsy is hiring SWE Intern for 6 months

Link to apply - Check out this job at Shipsy: https://www.linkedin.com/jobs/view/2656468010"
-1001299734537,Hiring alert 
-1001299734537,https://mycode.prepbytes.com/contest/AUTHBRIDGEHIRINGCHALLENGE
-1001299734537,"JP Morgan is hiring

Exp : 5-8Y

https://www.linkedin.com/posts/activity-6823535896223121408-Ekbv"
-1001299734537,"OYO is hiring in Security domain

Link - https://www.linkedin.com/posts/anandtushar111_google-forms-create-and-analyze-surveys-activity-6823521077218615296-DprH"
-1001299734537,"Salesforce is hiring SWE Intern for 2022 grads

Link - https://www.linkedin.com/posts/srishty-mittal-a965351a_hiring-internship-salesforce-activity-6823650314499985408-_Nap

"
-1001299734537,"Sony Research India is hiring Backend Developer Intern

Link - Check out this job at Sony Research India: https://www.linkedin.com/jobs/view/2657293677"
-1001299734537,"Sophos is hiring SWE 

2020/2021 grads allowed

Link to apply - Check out this job at Sophos: https://www.linkedin.com/jobs/view/2649198004"
-1001299734537,"ShiftX is hiring Java Developers 

2020/2021 grads allowed

https://www.linkedin.com/posts/kumarpp9_freshers-freshersjob-freshersvacancy-activity-6823651438695215104-pbhT"
-1001299734537,"Hello All, 

Greetings from SmartBridge!!

Fission labs is hiring freshers for multiple job roles with following skill sets

Required Skill Sets: Python / Java /DevOps / Software Testing / Java Script / Salesforce

Eligibility Criteria : B.E/B.Tech/M.E/M.Tech/MCA-2020/2021 passed outs

Interested Candidates please fill the form below.
https://forms.gle/Rx6TSM4uJmG7448j9

Note: Fill the form before 3:00 PM on or before 23 July 2021 to be eligible for written test on 26th July at 10:00 AM

Regards
Team SmartBridge."
-1001299734537,"SWE Intern hiring at Salesforce for 2022 grads

Link - https://salesforce.wd1.myworkdayjobs.com/en-US/External_Career_Site/job/India---Hyderabad/Intern-Software-Engineering_JR105265-2?source=LinkedIn_Jobs

Apply fast!"
-1001299734537,"Licious is hiring SDE-2

Link to apply - Check out this job at Licious - Born to meat: https://www.linkedin.com/jobs/view/2650008448"
-1001299734537,"DESIS Ascend Educare 2021 - Application form

Educare for Women in Techis a six month mentorship program where students will get an opportunity to partake in an exclusive educational experience designed to enhance their skills. Please seeherefor more details on the program.

Eligibility Criteria
The program is open to women who are:

In their 3rdyear of a full-time 4-year engineering course in Computer Science or related branches (IT, software engineering, etc.).

In their 2ndyear of a full-time 4-year engineering course in Computer Science or related branches (IT, software engineering, etc.).



https://www.deshaw.com/forms/OERCQTZFNjEtQUIyQi00ODkwLTlBODktMkU2MDQ1NzQwRUE4"
-1001299734537,"MindTickle is hiring for various roles

https://jobs.lever.co/mindtickle?lever-via=jgLbtg0-QB"
-1001299734537,"Hike is hiring Devops Engineer 

For 2021/2020/2019 graduates

Apply fast

Link - Check out this job at Hike: https://www.linkedin.com/jobs/view/2654209591"
-1001299734537,"CS Mock is hiring Software Engineer 

Check out this job at cs mock: https://www.linkedin.com/jobs/view/2654259139"
-1001299734537,"Chakshu.ai is hiring Deep Learning Intern 

Link - Check out this job at Chakshu.ai: https://www.linkedin.com/jobs/view/2660559415"
-1001299734537,"Hike is hiring Junior Analyst 

Link - Check out this job at Hike: https://www.linkedin.com/jobs/view/2654865191"
-1001299734537,https://www.linkedin.com/posts/palak-kumar-1g21s6_startup-contentwriting-hiring-activity-6825063163302612992-FSwm
-1001299734537,"India Today is hiring Software Engineers 

2021 graduates are only allowed to apply

Link - https://indiatoday.zohorecruit.in/jobs/Careers/36735000000472011/Software-Engineer?source=CareerSite"
-1001299734537,Hiring alert fot 2021 graduates 
-1001299734537,"Origin Health is hiring Software Engineer Intern 

Apply fast

Link - Check out this job at Origin Health: https://www.linkedin.com/jobs/view/2655797308"
-1001299734537,"Nuclei is hiring interns

Link - https://www.linkedin.com/posts/adarsh-pandey-499a9728_hiring-for-internship-engineering-remote-activity-6825339281859604480-XGFH"
-1001299734537,"Innovaccer is hiring Associate Software Engineer 

For 2021 graduates

Link - https://docs.google.com/forms/d/e/1FAIpQLSei-EzcAlJM4KMVJaNOyyhBZGt8h9QVwW1oin-8Dxw78g_YaA/viewform"
-1001299734537,"ChargePoint is hiring Software Engineer Intern

Link to apply - https://boards.greenhouse.io/embed/job_app?token=5412536002&s=LinkedIn&source=LinkedIn"
